date,open,high,low,close,volume
2015-04-09,125.84999850000001,126.58000179999999,124.6600037,116.74444579999998,32484000
2015-04-10,125.9499969,127.20999909999999,125.2600021,117.2425919,40188000
2015-04-13,128.36999509999998,128.5700073,126.6100006,117.0119476,36365100
2015-04-14,127.0,127.29000090000001,125.9100037,116.50462340000001,25524600
2015-04-15,126.4100037,127.1299973,126.0100021,116.9473801,28970400
2015-04-16,126.27999879999999,127.09999850000001,126.1100006,116.38470459999999,28369000
2015-04-17,125.5500031,126.1399994,124.45999909999999,115.07482150000001,51957000
2015-04-20,125.5699997,128.11999509999998,125.16999820000001,117.70379640000002,47054300
2015-04-21,128.1000061,128.1999969,126.66999820000001,117.06732179999999,32435100
2015-04-22,126.9899979,128.86999509999998,126.3199997,118.6447067,37654500
2015-04-23,128.3000031,130.4199982,128.1399994,119.613266,45770900
2015-04-24,130.4900055,130.63000490000002,129.2299957,120.1759491,44525900
2015-04-27,132.3099976,133.13000490000002,131.1499939,122.36209109999999,96954200
2015-04-28,134.46000669999998,134.53999330000002,129.5700073,120.4342346,118924000
2015-04-29,130.1600037,131.5899963,128.3000031,118.663147,63386100
2015-04-30,128.6399994,128.6399994,124.58000179999999,115.4438095,83195400
2015-05-01,126.09999850000001,130.13000490000002,125.3000031,118.94908909999998,58512600
2015-05-04,129.5,130.5700073,128.2599945,118.7184906,50988300
2015-05-05,128.1499939,128.4499969,125.77999879999999,116.043396,49271400
2015-05-06,126.5599976,126.75,123.3600006,115.3146744,72141000
2015-05-07,124.7699966,126.08000179999999,124.0199966,116.02790829999999,43940900
2015-05-08,126.6800003,127.6200027,126.1100006,118.213974,55550400
2015-05-11,127.3899994,127.5599976,125.6299973,117.0097885,42035800
2015-05-12,125.59999850000001,126.8799973,124.8199997,116.5929565,48160000
2015-05-13,126.15000149999999,127.1900024,125.8700027,116.72265630000001,34694200
2015-05-14,127.4100037,128.9499969,127.1600037,119.4459457,45203500
2015-05-15,129.0700073,129.4900055,128.2100067,119.27921299999998,38208000
2015-05-18,128.38000490000002,130.7200012,128.3600006,120.59455109999999,50882900
2015-05-19,130.6900024,130.88000490000002,129.6399994,120.48339840000001,44633200
2015-05-20,130.0,130.9799957,129.3399963,120.474144,36454900
2015-05-21,130.0700073,131.63000490000002,129.8300018,121.70613859999999,39730400
2015-05-22,131.6000061,132.9700012,131.3999939,122.7713699,45596000
2015-05-26,132.6000061,132.9100037,129.11999509999998,120.0665512,70697600
2015-05-27,130.3399963,132.2599945,130.0500031,122.3082047,45833200
2015-05-28,131.8600006,131.9499969,131.1000061,122.06737520000001,30733300
2015-05-29,131.2299957,131.4499969,129.8999939,120.6779327,50884500
2015-06-01,130.2799988,131.3899994,130.0500031,120.9187622,32112800
2015-06-02,129.8600006,130.6600037,129.3200073,120.3815231,33667600
2015-06-03,130.6600037,130.9400024,129.8999939,120.5297165,30983500
2015-06-04,129.5800018,130.5800018,128.9100037,119.82573700000002,38450100
2015-06-05,129.5,129.6900024,128.3600006,119.1680527,35626800
2015-06-08,128.8999939,129.2100067,126.83000179999999,118.3807144,52674800
2015-06-09,126.6999969,128.0800018,125.6200027,118.02871699999999,56075400
2015-06-10,127.91999820000001,129.3399963,127.84999850000001,119.3811111,39087300
2015-06-11,129.1799927,130.1799927,128.4799957,119.1124878,35390900
2015-06-12,128.1900024,128.3300018,127.1100006,117.79714969999999,36886200
2015-06-15,126.09999850000001,127.2399979,125.70999909999999,117.5655746,43988900
2015-06-16,127.02999879999999,127.84999850000001,126.3700027,118.19545749999999,31494100
2015-06-17,127.72000120000001,127.8799973,126.7399979,117.9175568,32918100
2015-06-18,127.2300034,128.3099976,127.22000120000001,118.4548035,35407200
2015-06-19,127.70999909999999,127.8199997,126.40000149999999,117.2691574,54716900
2015-06-22,127.4899979,128.0599976,127.08000179999999,118.20471189999999,34039300
2015-06-23,127.4800034,127.6100006,126.8799973,117.6674652,30268900
2015-06-24,127.20999909999999,129.8000031,127.1200027,118.6678696,55280900
2015-06-25,128.8600006,129.1999969,127.5,118.10283659999999,31938100
2015-06-26,127.66999820000001,127.9899979,126.5100021,117.40810390000001,44066800
2015-06-29,125.45999909999999,126.47000120000001,124.4800034,115.35170749999999,49161400
2015-06-30,125.5699997,126.1200027,124.8600006,116.18538670000001,44370700
2015-07-01,126.90000149999999,126.9400024,125.9899979,117.2691574,30238800
2015-07-02,126.4300003,126.6900024,125.7699966,117.1209412,27211000
2015-07-06,124.9400024,126.2300034,124.84999850000001,116.7133636,28060400
2015-07-07,125.8899994,126.15000149999999,123.7699966,116.42621609999999,46946800
2015-07-08,124.4800034,124.6399994,122.54000090000001,113.5361862,60761600
2015-07-09,123.84999850000001,124.0599976,119.22000120000001,111.22044369999999,78595000
2015-07-10,121.9400024,123.84999850000001,121.20999909999999,114.19384769999999,61354500
2015-07-13,125.02999879999999,125.7600021,124.3199997,116.39845279999999,41440500
2015-07-14,126.04000090000001,126.3700027,125.04000090000001,116.3521118,31768100
2015-07-15,125.72000120000001,127.15000149999999,125.58000179999999,117.47294620000001,33649200
2015-07-16,127.7399979,128.5700073,127.34999850000001,119.0383759,36222400
2015-07-17,129.0800018,129.61999509999998,128.3099976,120.0665512,46164700
2015-07-20,130.9700012,132.9700012,130.6999969,122.33599850000002,58900200
2015-07-21,132.8500061,132.9199982,130.3200073,121.1132889,76756400
2015-07-22,121.9899979,125.5,121.9899979,115.9908676,115450600
2015-07-23,126.1999969,127.0899963,125.0599976,115.93529509999999,50999500
2015-07-24,125.3199997,125.7399979,123.90000149999999,115.32392879999999,42162300
2015-07-27,123.0899963,123.6100006,122.1200027,113.7214432,44455500
2015-07-28,123.3799973,123.9100037,122.5500031,114.28649140000002,33618100
2015-07-29,123.15000149999999,123.5,122.2699966,113.9252243,37011700
2015-07-30,122.3199997,122.5699997,121.70999909999999,113.35094450000001,33628300
2015-07-31,122.59999850000001,122.6399994,120.9100037,112.35978700000001,42885000
2015-08-03,121.5,122.5699997,117.5199966,109.71057890000002,69976000
2015-08-04,117.41999820000001,117.6999969,113.25,106.19065090000001,124138600
2015-08-05,112.9499969,117.4400024,112.09999850000001,106.8946304,99312600
2015-08-06,115.97000120000001,116.5,114.1200027,107.12724299999999,52903000
2015-08-07,114.58000179999999,116.25,114.5,107.4901352,38670400
2015-08-10,116.52999879999999,119.9899979,116.52999879999999,111.398201,54951600
2015-08-11,117.8099976,118.1800003,113.33000179999999,105.60125729999999,97082800
2015-08-12,112.52999879999999,115.41999820000001,109.6299973,107.229599,101217500
2015-08-13,116.04000090000001,116.40000149999999,114.54000090000001,107.14587399999999,48535800
2015-08-14,114.3199997,116.3099976,114.0100021,107.89955900000001,42929500
2015-08-17,116.04000090000001,117.65000149999999,115.5,109.01614380000001,40884700
2015-08-18,116.4300003,117.4400024,116.0100021,108.4020157,34560700
2015-08-19,116.09999850000001,116.5199966,114.6800003,107.01558689999999,48286500
2015-08-20,114.08000179999999,114.34999850000001,111.6299973,104.8196564,68501600
2015-08-21,110.4300003,111.90000149999999,105.65000149999999,98.40855408,128275500
2015-08-24,94.87000275,108.8000031,92.0,95.95209503,162206300
2015-08-25,111.1100006,111.1100006,103.5,96.52896881,103601600
2015-08-26,107.0899963,109.8899994,105.0500031,102.0653915,96774600
2015-08-27,112.2300034,113.2399979,110.0199966,105.07088470000001,84616100
2015-08-28,112.16999820000001,113.3099976,111.54000090000001,105.41515349999999,53164400
2015-08-31,112.02999879999999,114.52999879999999,112.0,104.9220047,56229300
2015-09-01,110.15000149999999,111.8799973,107.3600006,100.23232270000001,76845900
2015-09-02,110.2300034,112.3399963,109.1299973,104.5311813,61888800
2015-09-03,112.4899979,112.77999879999999,110.04000090000001,102.69812009999998,53233900
2015-09-04,108.97000120000001,110.4499969,108.5100021,101.67457579999999,49996300
2015-09-08,111.75,112.5599976,110.3199997,104.5032654,54843600
2015-09-09,113.7600021,114.0199966,109.7699966,102.4934158,85010800
2015-09-10,110.2699966,113.27999879999999,109.90000149999999,104.7452164,62892800
2015-09-11,111.79000090000001,114.20999909999999,111.7600021,106.27119450000001,49915500
2015-09-14,116.58000179999999,116.8899994,114.8600006,107.2947235,58363400
2015-09-15,115.9300003,116.52999879999999,114.41999820000001,108.1973114,43341200
2015-09-16,116.25,116.54000090000001,115.4400024,108.3182907,37173500
2015-09-17,115.6600037,116.4899979,113.72000120000001,106.00135039999999,64112600
2015-09-18,112.20999909999999,114.3000031,111.8700027,105.56404109999998,74285300
2015-09-21,113.66999820000001,115.3700027,113.6600037,107.2016983,50222000
2015-09-22,113.3799973,114.1800003,112.5199966,105.5175095,50346200
2015-09-23,113.6299973,114.72000120000001,113.3000031,106.373558,35756700
2015-09-24,113.25,115.5,112.3700027,107.0062943,50219500
2015-09-25,116.4400024,116.6900024,114.0199966,106.7364578,56151900
2015-09-28,113.84999850000001,114.5699997,112.4400024,104.62423709999999,52109000
2015-09-29,112.83000179999999,113.5100021,107.8600006,101.4791794,73365400
2015-09-30,110.16999820000001,111.54000090000001,108.7300034,102.63299559999999,66473000
2015-10-01,109.0699997,109.6200027,107.3099976,101.9630356,63929100
2015-10-02,108.0100021,111.0100021,107.5500031,102.70742800000001,58019800
2015-10-05,109.8799973,111.3700027,109.0699997,103.07963559999999,52064700
2015-10-06,110.6299973,111.7399979,109.7699966,103.57277679999999,48196800
2015-10-07,111.7399979,111.7699966,109.4100037,103.07963559999999,46765600
2015-10-08,110.1900024,110.1900024,108.20999909999999,101.888588,61979600
2015-10-09,110.0,112.27999879999999,109.4899979,104.32648470000001,52766100
2015-10-12,112.7300034,112.75,111.4400024,103.84263609999999,30467200
2015-10-13,110.8199997,112.4499969,110.6800003,104.01940920000001,33049300
2015-10-14,111.29000090000001,111.5199966,109.5599976,102.5492554,44462400
2015-10-15,110.9300003,112.09999850000001,110.4899979,104.0845642,37673500
2015-10-16,111.77999879999999,112.0,110.52999879999999,103.3215637,39232600
2015-10-19,110.8000031,111.75,110.1100006,103.9635925,29759200
2015-10-20,111.3399963,114.16999820000001,110.8199997,105.8618011,48967800
2015-10-21,114.0,115.58000179999999,113.6999969,105.85249329999999,41795200
2015-10-22,114.33000179999999,115.5,114.09999850000001,107.47155759999998,41654100
2015-10-23,116.6999969,119.2300034,116.33000179999999,110.8026733,59366900
2015-10-26,118.08000179999999,118.1299973,114.91999820000001,107.2668304,66333800
2015-10-27,115.40000149999999,116.54000090000001,113.9899979,106.5875626,69884400
2015-10-28,116.9300003,119.3000031,116.0599976,110.97946929999999,85551400
2015-10-29,118.6999969,120.6900024,118.2699966,112.15190120000001,51227300
2015-10-30,120.9899979,121.22000120000001,119.4499969,111.1935043,49365300
2015-11-02,120.8000031,121.3600006,119.6100006,112.7567139,32203300
2015-11-03,120.79000090000001,123.4899979,120.6999969,114.0500946,45519000
2015-11-04,123.1299973,123.8199997,121.6200027,113.51971440000001,44886100
2015-11-05,121.84999850000001,122.6900024,120.1800003,112.99640659999999,39552700
2015-11-06,121.1100006,121.8099976,120.6200027,113.1272278,33042300
2015-11-09,120.95999909999999,121.8099976,120.0500031,112.66936489999999,33871400
2015-11-10,116.90000149999999,118.0699997,116.0599976,109.1183395,59127900
2015-11-11,116.3700027,117.41999820000001,115.20999909999999,108.50160220000001,45218000
2015-11-12,116.2600021,116.8199997,115.65000149999999,108.13713840000001,32525600
2015-11-13,115.1999969,115.5699997,112.2699966,104.9786301,45812400
2015-11-16,111.3799973,114.2399979,111.0,106.6980743,38106700
2015-11-17,114.91999820000001,115.0500031,113.3199997,106.2401733,27616900
2015-11-18,115.7600021,117.4899979,115.5,109.60426329999999,46674700
2015-11-19,117.6399994,119.75,116.7600021,110.9966354,43295800
2015-11-20,119.1999969,119.91999820000001,118.84999850000001,111.4825592,34287100
2015-11-23,119.2699966,119.7300034,117.3399963,110.0341415,32482500
2015-11-24,117.33000179999999,119.34999850000001,117.1200027,111.0900879,42803200
2015-11-25,119.20999909999999,119.2300034,117.91999820000001,110.2957611,21388300
2015-11-27,118.29000090000001,118.4100037,117.59999850000001,110.09021000000001,13046400
2015-11-30,117.9899979,119.4100037,117.75,110.54810330000001,39180300
2015-12-01,118.75,118.8099976,116.8600006,109.6509933,34852400
2015-12-02,117.3399963,118.1100006,116.08000179999999,108.6604538,33386600
2015-12-03,116.5500031,116.79000090000001,114.22000120000001,107.65122990000002,41569500
2015-12-04,115.29000090000001,119.25,115.1100006,111.2302628,57777000
2015-12-07,118.9800034,119.8600006,117.8099976,110.52941129999999,32084200
2015-12-08,117.5199966,118.59999850000001,116.8600006,110.4826584,34309500
2015-12-09,117.6399994,117.6900024,115.08000179999999,108.04370120000002,46361400
2015-12-10,116.04000090000001,116.9400024,115.5100021,108.55766299999999,29212700
2015-12-11,115.1900024,115.3899994,112.84999850000001,105.76358799999998,46886200
2015-12-14,112.1800003,112.6800003,109.79000090000001,105.1094513,64318700
2015-12-15,111.9400024,112.8000031,110.34999850000001,103.2498703,53323100
2015-12-16,111.0699997,111.9899979,108.8000031,104.0441513,56238500
2015-12-17,112.0199966,112.25,108.9800034,101.8388138,44772800
2015-12-18,108.9100037,109.5199966,105.8099976,99.08211517,96453300
2015-12-21,107.27999879999999,107.3700027,105.5699997,100.2969208,47590600
2015-12-22,107.40000149999999,107.72000120000001,106.4499969,100.2034912,32789400
2015-12-23,107.2699966,108.84999850000001,107.1999969,101.49304959999999,32657400
2015-12-24,109.0,109.0,107.9499969,100.9510574,13570400
2015-12-28,107.5899963,107.6900024,106.1800003,99.82035828,26704200
2015-12-29,106.95999909999999,109.4300003,106.8600006,101.6145248,30931200
2015-12-30,108.58000179999999,108.6999969,107.1800003,100.2875748,25213800
2015-12-31,107.0100021,107.02999879999999,104.8199997,98.36257172,40912300
2016-01-04,102.61000059999999,105.3700027,102.0,98.44665527,67649400
2016-01-05,105.75,105.84999850000001,102.4100037,95.97967529,55791000
2016-01-06,100.55999759999999,102.3700027,99.87000275,94.10138702,68457400
2016-01-07,98.68000031,100.1299973,96.43000031,90.12986755,81094400
2016-01-08,98.55000305,99.11000061,96.76000214,90.60643768,70798000
2016-01-11,98.97000122,99.05999756,97.33999634,92.07356262,49739400
2016-01-12,100.5500031,100.69000240000001,98.83999634,93.40987396,49154200
2016-01-13,100.3199997,101.19000240000001,97.30000305,91.00827026,62439600
2016-01-14,97.95999908,100.48000340000002,95.73999786,92.99869537,63170100
2016-01-15,96.19999695,97.70999908,95.36000061,90.76530457,79833900
2016-01-19,98.41000366,98.65000153,95.5,90.32610321,53087700
2016-01-20,95.09999847,98.19000244,93.41999817,90.44757843,72334400
2016-01-21,97.05999756,97.87999725,94.94000244,89.98970032,52161500
2016-01-22,98.62999725,101.45999909999999,98.37000275,94.77420044,65800500
2016-01-25,101.51999659999998,101.5299988,99.20999908,92.92395782,51794500
2016-01-26,99.93000031,100.8799973,98.06999969,93.43788909999999,75077000
2016-01-27,96.04000092,96.62999725,93.33999634,87.29841614,133369700
2016-01-28,93.79000092,94.51999664,92.38999939,87.92449951,55678800
2016-01-29,94.79000092,97.33999634,94.34999847,90.96153259,64416500
2016-02-01,96.47000122,96.70999908,95.40000153,90.11116791,40943500
2016-02-02,95.41999817,96.04000092,94.27999878,88.28896332,37357200
2016-02-03,95.0,96.83999634,94.08000183,90.03642273,45964300
2016-02-04,95.86000061,97.33000183,95.19000244,90.75986481,46471700
2016-02-05,96.51999664,96.91999817,93.69000244,88.33583832,46418100
2016-02-08,93.12999725,95.69999695,93.04000092,89.26601409999999,54021400
2016-02-09,94.29000092,95.94000244,93.93000031,89.24722290000001,44331200
2016-02-10,95.91999817,96.34999847,94.09999847,88.57073212,42343600
2016-02-11,93.79000092,94.72000122,92.58999634,88.03517914,50074700
2016-02-12,94.19000244,94.5,93.01000214,88.30765533,40351400
2016-02-16,95.01999664,96.84999847,94.61000061,90.79743958,49057900
2016-02-17,96.66999817,98.20999908,96.15000153,92.18796539,44863200
2016-02-18,98.83999634,98.88999939,96.08999634,90.44042969,39021000
2016-02-19,96.0,96.76000214,95.80000305,90.23371887,35374200
2016-02-22,96.30999756,96.90000153,95.91999817,91.02293396,34280800
2016-02-23,96.40000153,96.5,94.55000305,88.9653244,31942600
2016-02-24,93.98000336,96.37999725,93.31999969,90.29008484,36255700
2016-02-25,96.05000305,96.76000214,95.25,90.91020203,27582700
2016-02-26,97.19999695,98.01999664,96.58000183,91.0511322,28991100
2016-02-29,96.86000061,98.23000336,96.65000153,90.84444427,35216300
2016-03-01,97.65000153,100.76999659999998,97.41999817,94.45227051,50407100
2016-03-02,100.5100021,100.88999940000001,99.63999939,94.65897369,33169600
2016-03-03,100.58000179999999,101.70999909999999,100.4499969,95.36363983,36955700
2016-03-04,102.3700027,103.75,101.3700027,96.782341,46055100
2016-03-07,102.38999940000001,102.83000179999999,100.95999909999999,95.71125793,35828900
2016-03-08,100.7799988,101.7600021,100.4000015,94.92205048,31561900
2016-03-09,101.30999759999999,101.58000179999999,100.26999659999998,95.00661469,27201700
2016-03-10,101.4100037,102.2399979,100.1500015,95.05358887,33513600
2016-03-11,102.2399979,102.2799988,101.5,96.07766724,27408200
2016-03-14,101.9100037,102.9100037,101.7799988,96.32196045,25076100
2016-03-15,103.95999909999999,105.1800003,103.8499985,98.25743103,40067700
2016-03-16,104.61000059999999,106.3099976,104.5899963,99.56339264,38303500
2016-03-17,105.5199966,106.47000120000001,104.95999909999999,99.40367126,34420700
2016-03-18,106.3399963,106.5,105.1900024,99.5164032,44205200
2016-03-21,105.9300003,107.65000149999999,105.1399994,99.50701904,35502700
2016-03-22,105.25,107.29000090000001,105.20999909999999,100.2680511,32444400
2016-03-23,106.4800034,107.0699997,105.90000149999999,99.71369171,25703500
2016-03-24,105.47000120000001,106.25,104.8899994,99.28153229,26133000
2016-03-28,106.0,106.1900024,105.0599976,98.83054352,19411400
2016-03-29,104.8899994,107.79000090000001,104.8799973,101.1700058,31190100
2016-03-30,108.65000149999999,110.41999820000001,108.59999850000001,102.9363556,45601100
2016-03-31,109.72000120000001,109.90000149999999,108.8799973,102.400795,25888400
2016-04-01,108.77999879999999,110.0,108.1999969,103.3403473,25874000
2016-04-04,110.41999820000001,112.1900024,110.2699966,104.4020309,37356200
2016-04-05,109.5100021,110.7300034,109.41999820000001,103.17124940000001,26578700
2016-04-06,110.2300034,110.9800034,109.1999969,104.2517014,26404100
2016-04-07,109.9499969,110.41999820000001,108.1200027,101.9780045,31801900
2016-04-08,108.9100037,109.7699966,108.16999820000001,102.09075159999999,23581700
2016-04-11,108.97000120000001,110.6100006,108.83000179999999,102.42898559999999,29407500
2016-04-12,109.3399963,110.5,108.6600037,103.7631378,27232300
2016-04-13,110.8000031,112.3399963,110.8000031,105.2664185,33257300
2016-04-14,111.6200027,112.3899994,111.33000179999999,105.32279209999999,25473900
2016-04-15,112.1100006,112.3000031,109.7300034,103.2088165,46939000
2016-04-18,108.8899994,108.9499969,106.9400024,100.98210909999999,60821500
2016-04-19,107.8799973,108.0,106.2300034,100.4465561,32384900
2016-04-20,106.6399994,108.0899963,106.0599976,100.65325159999999,30611000
2016-04-21,106.9300003,106.9300003,105.5199966,99.56339264,31552500
2016-04-22,105.0100021,106.4800034,104.6200027,99.29091644,33683100
2016-04-25,105.0,105.65000149999999,104.5100021,98.72719574,28031600
2016-04-26,103.9100037,105.3000031,103.9100037,98.04133606,56016200
2016-04-27,96.0,98.70999908,95.68000031,91.90611267,114602100
2016-04-28,97.61000061,97.87999725,94.25,89.09687805,82242700
2016-04-29,93.98999786,94.72000122,92.51000214,88.07276154,68531500
2016-05-02,93.97000122,94.08000183,92.40000153,87.97880554,48160100
2016-05-03,94.19999695,95.73999786,93.68000031,89.42570496,56831300
2016-05-04,95.19999695,95.90000153,93.81999969,88.49556732,41025500
2016-05-05,94.0,94.06999969,92.68000031,88.1363678,35890500
2016-05-06,93.37000275,93.44999695,91.84999847,87.64485168,43699900
2016-05-09,93.0,93.76999664,92.58999634,87.71100616,32936400
2016-05-10,93.33000183,93.56999969,92.11000061,88.30651093,33686800
2016-05-11,93.48000336,93.56999969,92.45999908,87.44632721,28719100
2016-05-12,92.72000122,92.77999878,89.47000122,85.39509583,76314700
2016-05-13,90.0,91.66999817,90.0,85.56523895,44392800
2016-05-16,92.38999939,94.38999939,91.65000153,88.74134064,61259800
2016-05-17,94.55000305,94.69999695,93.01000214,88.37268829,46916900
2016-05-18,94.16000366,95.20999908,93.88999939,89.3841095,42062400
2016-05-19,94.63999939,94.63999939,93.56999969,89.04381561,30442100
2016-05-20,94.63999939,95.43000031,94.51999664,90.00799561,32026000
2016-05-23,95.87000275,97.19000244,95.66999817,91.15176392,38018600
2016-05-24,97.22000122,98.08999634,96.83999634,92.54129791,35140200
2016-05-25,98.66999817,99.73999786,98.11000061,94.16714478,38168800
2016-05-26,99.68000031,100.73000340000002,98.63999939,94.91390991,56331200
2016-05-27,99.44000244,100.4700012,99.25,94.85718536,36341200
2016-05-31,99.59999847,100.4000015,98.81999969,94.39402008,42307200
2016-06-01,99.01999664,99.54000092,98.33000183,93.07063293,29173300
2016-06-02,97.59999847,97.83999634,96.62999725,92.37115479,40191600
2016-06-03,97.79000092,98.26999664,97.44999695,92.56019592,28504900
2016-06-06,97.98999786,101.88999940000001,97.55000305,93.23133087,23292500
2016-06-07,99.25,99.87000275,98.95999908,93.60944366,22409500
2016-06-08,99.01999664,99.55999756,98.68000031,93.52436829,20848100
2016-06-09,98.5,99.98999786,98.45999908,94.19551086,26601400
2016-06-10,98.52999878,99.34999847,98.48000336,93.42040253,31712900
2016-06-13,98.69000244,99.12000275,97.09999847,92.01194,38020500
2016-06-14,97.31999969,98.48000336,96.75,92.12538909999999,31931900
2016-06-15,97.81999969,98.41000366,97.02999878,91.82289886,29445200
2016-06-16,96.44999695,97.75,96.06999969,92.21046448,31326800
2016-06-17,96.62000275,96.65000153,95.30000305,90.11197662,61008200
2016-06-20,96.0,96.56999969,95.02999878,89.89456177,34411900
2016-06-21,94.94000244,96.34999847,94.68000031,90.66021729,35546400
2016-06-22,96.25,96.88999939,95.34999847,90.31992340000001,29219100
2016-06-23,95.94000244,96.29000092,95.25,90.83982849,32240200
2016-06-24,92.91000366,94.66000366,92.65000153,88.28762054,75311400
2016-06-27,93.0,93.05000305,91.5,87.00205231,45489600
2016-06-28,92.90000153,93.66000366,92.13999939,88.46720886,40444900
2016-06-29,93.97000122,94.55000305,93.62999725,89.23286438,36531000
2016-06-30,94.44000244,95.76999664,94.30000305,90.36719513,35836400
2016-07-01,95.48999786,96.47000122,95.33000183,90.64131927,26026500
2016-07-05,95.38999939,95.40000153,94.45999908,89.79057312,27705200
2016-07-06,94.59999847,95.66000366,94.37000275,90.30101776,30949100
2016-07-07,95.69999695,96.5,95.62000275,90.68858337,25139600
2016-07-08,96.48999786,96.88999939,96.05000305,91.38808441,28912100
2016-07-11,96.75,97.65000153,96.73000336,91.67165375,23794900
